Incident Report Number,Crime Type,Date,Time,Location Type,Address,Longitude,Latitude,Neighborhood
20162200423,POSS CONTROLLED SUB/NARCOTIC,8/7/16,527,,6600 BLOCK BLUFF SPRINGS RD,,,
20162161274,PUBLIC INTOXICATION,8/3/16,1700,,4400 BLOCK EMMA BROWNING AVE,,,
20162250255,DWI,8/12/16,345,,600 BLOCK BRAZOS ST,,,
20162151567,FAMILY DISTURBANCE,8/2/16,2053,,8900 BLOCK N IH 35 SVRD SB,,,
20162151824,ASSIST COMPLAINANT,8/2/16,2251,,800 BLOCK FAIRFIELD DR,,,
20162260217,ASSAULT W/INJURY-FAM/DATE VIOL,8/13/16,140,,E WONSLEY DR / GEORGIAN DR,-97.70396415,30.34610717,
20162151338,AIRPORT PLACES WEAPON PROHIBIT,8/2/16,1838,,3600 BLOCK PRESIDENTIAL BLVD,,,
20162270833,AIRPORT PLACES WEAPON PROHIBIT,8/14/16,1234,,300 BLOCK ABIA WAY,,,
20165033570,REQUEST TO LOCATE,8/7/16,1000,,700 BLOCK E 8TH ST,,,
2.01616E+12,CRASH/FAIL STOP AND RENDER AID,8/1/16,1800,,2900 BLOCK S IH 35 SB,,,
20162160889,PUBLIC INTOXICATION,8/3/16,1305,,200 BLOCK E 6TH ST,,,
20165033255,BURGLARY OF VEHICLE,8/11/16,2030,,7600 BLOCK N IH 35 SVRD NB,,,
20162280979,CRIMINAL TRESPASS,8/15/16,1615,,500 BLOCK N LAMAR BLVD,,,
20162210891,HARASSMENT,8/8/16,1328,,6500 BLOCK JESTER BLVD,,,
20165033659,BURGLARY OF VEHICLE,8/15/16,2200,,4900 BLOCK MERRITT DR,,,
20165032921,HARASSMENT,8/4/16,1803,,1900 BLOCK WEST LOOP,,,
20162191329,CRIMINAL MISCHIEF,8/6/16,2006,,400 BLOCK W MARTIN LUTHER KING JR BLVD,,,
20165032652,BURGLARY OF VEHICLE,8/8/16,1830,,1000 BLOCK E 41ST ST,,,
20165031830,BURGLARY OF VEHICLE,8/1/16,1900,,9600 BLOCK HOLLY SPRINGS DR,,,
20165033096,BURGLARY OF VEHICLE,8/10/16,0,,8800 BLOCK TIOMBE BND,,,
20165033127,CRIMINAL MISCHIEF,8/10/16,1600,,700 BLOCK W WILLIAM CANNON DR,,,
20165033050,BURGLARY OF VEHICLE,8/11/16,1000,,2400 BLOCK S CONGRESS AVE,,,
20162211826,DRIVING WHILE LICENSE INVALID,8/8/16,2302,,300 BLOCK COLORADO ST,,,
20165031434,THEFT FROM AUTO,8/1/16,0,,2200 BLOCK WILLOW CREEK DR,,,
20162260424,ASSAULT WITH INJURY,8/13/16,430,,12700 BLOCK POND WOODS RD,,,
20165033462,THEFT,8/14/16,1720,,5300 BLOCK NUCKOLS CROSSING RD,,,
20168003622,THEFT,8/4/16,1700,,11500 BLOCK CENTURY OAKS TER,,,
20162210454,ASSAULT WITH INJURY,8/8/16,30,,9500 BLOCK N LAMAR BLVD,,,
20165033563,BURGLARY OF VEHICLE,8/14/16,2200,,11300 BLOCK JANUARY DR,,,
20165032131,THEFT,8/4/16,1700,,4600 BLOCK ELMONT DR,,,
20165032723,RECKLESS DRIVING,8/8/16,920,,WEST GATE BLVD / W WILLIAM CANNON DR,-97.81539701,30.20719838,
20162141309,THEFT BY SHOPLIFTING,8/1/16,1803,,1000 BLOCK E 41ST ST,,,
20165031914,THEFT,8/3/16,1650,,ROGGE LN / MANOR RD,-97.68131692,30.3045501,
20162221817,SUSPICIOUS PERSON,8/9/16,2220,,100 BLOCK W 38TH HALF ST,,,
20162171312,TERRORISTIC THREAT-FAM/DAT VIO,8/4/16,1838,,2000 BLOCK W STASSNEY LN,,,
20162141101,ASSAULT ON PUBLIC SERVANT,8/1/16,1711,,7500 BLOCK CAMERON RD,,,
20162190565,DISTURBANCE - OTHER,8/6/16,850,,6700 BLOCK NORTHEAST DR,,,
20162211262,BURGLARY OF RESIDENCE,8/8/16,800,,2200 BLOCK MONTOPOLIS DR,,,
20165033743,BURGLARY OF VEHICLE,8/16/16,900,,400 BLOCK E ST ELMO RD,,,
20162170665,BURGLARY OF VEHICLE,8/4/16,1100,,8800 BLOCK S IH 35 SVRD NB,,,
20165033623,BURGLARY OF VEHICLE,8/11/16,2300,,3600 BLOCK MANCHACA RD,,,
20165031797,BURGLARY OF VEHICLE,8/2/16,2100,,5100 BLOCK S 1ST ST,,,
20162221435,THEFT,8/9/16,1800,,5000 BLOCK W US 290 HWY SVRD EB,,,
20162181175,THEFT OF SERVICE,8/5/16,1539,,10300 BLOCK BEARD AVE,,,
20162250885,DISTURBANCE - OTHER,8/12/16,1255,,6100 BLOCK FAIRWAY ST,,,
20162160716,WARRANT ARREST NON TRAFFIC,8/3/16,1159,,700 BLOCK W 22ND ST,,,
20165033633,THEFT,8/13/16,0,,2200 BLOCK PERRY AVE,,,
20165033923,LOST PROP,8/3/16,1450,,2300 BLOCK WESTROCK DR,,,
20162210174,ASSIST EMS,8/8/16,259,,6200 BLOCK AMBER PASS,,,
20162200154,PUBLIC INTOXICATION,8/7/16,139,,300 BLOCK E 6TH ST,,,
20162221531,DISTURBANCE - OTHER,8/9/16,1958,,1700 BLOCK W PARMER LN,,,
20162271345,THEFT,8/14/16,1928,,2900 BLOCK S CAPITAL OF TEXAS HWY NB,,,
20165031882,BURGLARY OF VEHICLE,8/3/16,100,,11700 BLOCK OAK TRL,,,
20162170977,THEFT BY SHOPLIFTING,8/4/16,1610,,600 BLOCK CONGRESS AVE,,,
20165033146,CRIMINAL MISCHIEF,8/11/16,1930,,900 BLOCK CONGRESS AVE,,,
20162251066,ASSAULT W/INJURY-FAM/DATE VIOL,8/12/16,1450,,7800 BLOCK E BEN WHITE BLVD SVRD EB,,,
20162230803,CRIMINAL TRESPASS/TRANSIENT,8/10/16,1218,,5300 BLOCK N IH 35 NB,,,
20162241655,AGG ASSAULT,8/11/16,2119,,11900 BLOCK DORSETT RD,,,
20165031507,THEFT,8/1/16,1030,,2100 BLOCK SAN ANTONIO ST,,,
20165033702,THEFT OF BICYCLE,8/15/16,1400,,2900 BLOCK SAN JACINTO BLVD,,,
20162181307,THEFT,8/5/16,1739,,700 BLOCK E BEN WHITE BLVD SVRD WB,,,
20168003637,BURGLARY OF VEHICLE,8/1/16,2200,,100 BLOCK TEXAS ASH CV,,,
20165031994,CRIMINAL MISCHIEF,8/3/16,1900,,1000 BLOCK MEARNS MEADOW BLVD,,,
20162191149,THEFT,8/6/16,1713,,10500 BLOCK N MOPAC EXPY SVRD NB,,,
20162161724,CRIMINAL MISCHIEF INFORMATION,8/3/16,2159,,4300 BLOCK S CONGRESS AVE,,,
20162261618,ASSAULT W/INJURY-FAM/DATE VIOL,8/13/16,2122,,9000 BLOCK NORTHGATE BLVD,,,
20165032203,THEFT,8/4/16,1730,,2900 BLOCK W ANDERSON LN,,,
20162140141,DRIVING WHILE LICENSE INVALID,8/1/16,214,,1100 BLOCK N PLEASANT VALLEY RD,,,
20162280852,ASSAULT W/INJURY-FAM/DATE VIOL,8/15/16,1444,,500 BLOCK CLOVER CT,,,
20162161868,HARASSMENT OF A PUBLIC SERVANT,8/3/16,2317,,600 BLOCK E 15TH ST,,,
20162170090,FAMILY DISTURBANCE,8/4/16,118,,2100 BLOCK BRISTOL DR,,,
20165032442,LOST PROP,8/7/16,230,,11400 BLOCK ROCK ROSE AVE,,,
20165031706,THEFT,8/2/16,1439,,2100 BLOCK WILLIAM BARTON DR,,,
20165033652,THEFT,8/15/16,1500,,4000 BLOCK S IH 35 SVRD NB,,,
20162191031,OUT OF CITY AUTO THEFT,8/6/16,1114,,2600 BLOCK S IH 35 SVRD NB,,,
20165032507,CRIMINAL MISCHIEF,8/7/16,1800,,10000 BLOCK LAKE CREEK PKWY,,,
20162221111,ASSAULT INFORMATION,8/4/16,1500,,1900 BLOCK W BRAKER LN,,,
20162181432,CRIMINAL MISCHIEF,8/5/16,1938,,10500 BLOCK N MOPAC EXPY SVRD NB,,,
20168003716,FRAUD - OTHER,8/6/16,1956,,1700 BLOCK GUADALUPE ST,,,
20162291680,ASSAULT BY CONTACT FAM/DATING,8/16/16,2315,,1700 BLOCK E OLTORF ST,,,
20162161490,CRASH/CITY VEHICLE,8/3/16,1907,,11300 BLOCK ALTERRA PKWY,,,
20165031943,FRAUD - OTHER,8/3/16,1620,,500 BLOCK W NORTH LOOP BLVD,,,
20162220719,THEFT BY SHOPLIFTING,8/9/16,1138,,500 BLOCK N LAMAR BLVD,,,
20165031707,FRAUD - OTHER,8/2/16,1441,,5000 BLOCK OLD MANOR RD,,,
20165033682,THEFT OF AUTO PARTS,8/15/16,1830,,3200 BLOCK SILVERLEAF DR,,,
20162182037,AGG ASLT STRANGLE/SUFFOCATE,8/5/16,2355,,9300 BLOCK NORTHGATE BLVD,,,
20162191781,HARASSMENT,8/6/16,2319,,W 10TH ST / N LAMAR BLVD,-97.7522848,30.27501624,
20165031919,ASSAULT BY CONTACT,8/3/16,1555,,4100 BLOCK GUADALUPE ST,,,
20162160682,THEFT,8/3/16,1044,,5300 BLOCK AIRPORT BLVD,,,
20165033338,BURGLARY OF VEHICLE,8/12/16,2030,,8500 BLOCK SHOAL CREEK BLVD,,,
20165031601,BURGLARY OF VEHICLE,8/1/16,1715,,1000 BLOCK E 41ST ST,,,
20162170306,BURGLARY OF VEHICLE,8/3/16,2100,,3300 BLOCK CHINA GROVE,,,
20165033446,THEFT OF AUTO PARTS,8/12/16,2100,,500 BLOCK DAWSON RD,,,
20162240837,THEFT,8/11/16,1341,,11300 BLOCK LAKELINE BLVD,,,
20162180741,THEFT,8/5/16,1136,,4700 BLOCK MISTY SLOPE LN,,,
20165033167,BURGLARY OF VEHICLE,8/11/16,2030,,5900 BLOCK CAPE CORAL DR,,,
20162231395,ASSAULT W/INJURY-FAM/DATE VIOL,8/10/16,1800,,11100 BLOCK RODERICK LAWSON LN,,,
20162141426,EVADING VEHICLE,8/1/16,1921,,9000 BLOCK S 1ST ST,,,
20162201232,DRIVING WHILE LICENSE INVALID,8/7/16,1752,,1800 BLOCK AIRPORT BLVD,,,
20162221514,CRASH/LEAVING THE SCENE,8/9/16,1915,,S 1ST ST / W ST ELMO RD,-97.77288407,30.22104201,
20162210406,REQUEST TO APPREHEND,8/8/16,814,,5000 BLOCK E WILLIAM CANNON DR,,,
20162250714,AUTO THEFT,8/12/16,1,,1600 BLOCK W 8TH ST,,,
20162201324,ASSAULT W/INJURY-FAM/DATE VIOL,8/7/16,1919,,3600 BLOCK WEBBERVILLE RD,,,
20162171023,CRIMINAL MISCHIEF,8/4/16,1536,,2300 BLOCK SINGLETREE AVE,,,
20162271259,ASSAULT W/INJURY-FAM/DATE VIOL,8/14/16,1816,,1000 BLOCK NORWOOD PARK BLVD,,,
20162270409,AIRPORT PLACES WEAPON PROHIBIT,8/14/16,500,,3600 BLOCK PRESIDENTIAL BLVD,,,
20165033012,BURGLARY OF VEHICLE,8/10/16,2200,,12000 BLOCK DESSAU RD,,,
20162251247,THEFT INFORMATION,8/12/16,1640,,600 BLOCK CONGRESS AVE,,,
20162181756,THEFT OF SERVICE,8/5/16,2116,,500 BLOCK E 6TH ST,,,
20162231722,THEFT,8/10/16,2139,,1800 BLOCK E 51ST ST,,,
20165031641,ASSAULT BY CONTACT,8/2/16,900,,4100 BLOCK GUADALUPE ST,,,
20162221429,CRIMINAL TRESPASS/TRANSIENT,8/9/16,1824,,700 BLOCK N IH 35 SVRD NB,,,
20162270243,PUBLIC INTOXICATION,8/14/16,230,,11500 BLOCK ROCK ROSE AVE,,,
20168003752,CRIMINAL MISCHIEF,8/10/16,2300,,3100 BLOCK TOM GREEN ST,,,
20165032032,BURGLARY OF VEHICLE,8/3/16,2130,,4400 BLOCK S IH 35 NB,,,
20165033691,BURGLARY OF VEHICLE,8/15/16,2000,,5200 BLOCK S IH 35 SVRD SB,,,
20162181135,CRIMINAL MISCHIEF,8/5/16,1326,,3200 BLOCK BEE CAVES RD,,,
20165032624,THEFT FROM AUTO,8/4/16,1845,,4100 BLOCK MANCHACA RD,,,
20165032245,BURGLARY OF VEHICLE,8/4/16,2300,,8600 BLOCK STURMER ST,,,
20162141691,DRIVING WHILE LICENSE INVALID,8/1/16,2303,,5600 BLOCK BLK E RIVERSIDE DR,,,
20165031953,BURGLARY OF VEHICLE,8/4/16,245,,2500 BLOCK ANKEN DR,,,
20162160864,ASSAULT W/INJURY-FAM/DATE VIOL,8/3/16,1251,,12000 BLOCK DESSAU RD,,,
20162190085,ASSIST EMS,8/6/16,43,,1600 BLOCK WICKERSHAM LN,,,
20165033246,CRASH/LEAVING THE SCENE,8/12/16,1400,,12400 BLOCK DESSAU RD,,,
20162260267,DWI,8/13/16,224,,4900 BLOCK E OLTORF ST,,,
20165031917,GRAFFITI,8/3/16,1654,,500 BLOCK W BEN WHITE BLVD EB,,,
20165031946,THEFT,8/3/16,600,,6500 BLOCK BRUSHY RIDGE CV,,,
20162180051,ASSAULT WITH INJURY,8/5/16,40,,9400 BLOCK N LAMAR BLVD,,,
20165031926,THEFT OF BICYCLE,8/3/16,1200,,13700 BLOCK N US 183 HWY SVRD NB,,,
20162260263,ASSAULT W/INJURY-FAM/DATE VIOL,8/13/16,223,,2700 BLOCK LANE CITY DR,,,
20165031814,BURGLARY OF VEHICLE,8/2/16,1830,,9900 BLOCK CHUKAR BND,,,
20165033673,BURGLARY OF VEHICLE,8/16/16,839,,2600 BLOCK RIDGEPOINT DR,,,
20162281613,CRIMINAL MISCHIEF,8/15/16,2251,,600 BLOCK E 6TH ST,,,
20162270363,CRIMINAL TRESPASS/HOTEL,8/14/16,420,,500 BLOCK E 4TH ST,,,
20162180186,CRIMINAL MISCHIEF,8/5/16,256,,1301 BLOCK QUAIL PARK DR,,,
20162211919,ASSAULT BY CONTACT FAM/DATING,8/8/16,2358,,1800 BLOCK S LAKESHORE BLVD,,,
20162231637,DRIVING WHILE LICENSE INVALID,8/10/16,2041,,5000 BLOCK E BEN WHITE BLVD EB,,,
20162220658,DRIVING WHILE LICENSE INVALID,8/9/16,1057,,3500 BLOCK S MOPAC EXPY SB,,,
20162211848,DRIVING WHILE LICENSE INVALID,8/8/16,2338,,13400 BLOCK N US 183 HWY SVRD SB,,,
20165031986,BURGLARY OF VEHICLE,8/3/16,2000,,1700 BLOCK E 38TH ST,,,
20162290940,FAMILY DISTURBANCE,8/16/16,1619,,2800 BLOCK S LAKELINE BLVD,,,
20162181174,WARRANT ARREST NON TRAFFIC,8/5/16,1538,,700 BLOCK E 8TH ST,,,
20162211899,HARASSMENT,8/8/16,2346,,3200 BLOCK S 1ST ST,,,
20162231910,AGG ASSAULT FAM/DATE VIOLENCE,8/10/16,2332,,7400 BLOCK N LAMAR BLVD,,,
20165033762,BREACH OF COMPUTER SECURITY,8/15/16,1200,,1100 BLOCK TETBURY LN,,,
20162241095,ASSAULT W/INJURY-FAM/DATE VIOL,8/11/16,1300,,2500 BLOCK NEW YORK DR,,,
20168003638,BURGLARY OF VEHICLE,8/5/16,2130,,11700 BLOCK LARCH VALLEY DR,,,
20165033223,THEFT,8/12/16,1230,,1000 BLOCK E 41ST ST,,,
20162171308,CRIMINAL TRESPASS NOTICE,8/4/16,1836,,2200 BLOCK SAN ANTONIO ST,,,
20162200334,DISTURBANCE - OTHER,8/7/16,410,,1200 BLOCK E 52ND ST,,,
20162141881,BURGLARY OF VEHICLE,8/1/16,2330,,6500 BLOCK N LAMAR BLVD,,,
20165032159,BURGLARY OF VEHICLE,8/5/16,0,,1300 BLOCK CASEY ST,,,
20165032924,BURGLARY OF VEHICLE,8/9/16,2230,,8700 BLOCK MOSQUERO CIR,,,
20165033053,BURGLARY OF VEHICLE,8/9/16,1110,,8800 BLOCK MOSQUERO CIR,,,
20162191244,THEFT,8/6/16,1738,,12900 BLOCK N IH 35 SVRD SB,,,
20162181280,ASSAULT W/INJURY-FAM/DATE VIOL,8/5/16,1630,,10700 BLOCK S IH 35 SVRD SB,,,
20162151507,ASSAULT BY THREAT FAM/DATING,8/2/16,2021,,9400 BLOCK N IH 35 SVRD NB,,,
20165033505,CRIMINAL MISCHIEF,8/14/16,1400,,6100 BLOCK S CONGRESS AVE,,,
20162210087,CRIMINAL MISCHIEF,8/8/16,243,,600 BLOCK W 26TH ST,,,
20162201549,DISTURBANCE - OTHER,8/7/16,2140,,13200 BLOCK N FM 620 RD NB,,,
20162230337,DRIVING WHILE LICENSE INVALID,8/10/16,737,,4900 BLOCK E BEN WHITE BLVD EB,,,
20162161462,DRIVING WHILE LICENSE INVALID,8/3/16,1855,,8100 BLOCK N IH 35 SVRD SB,,,
20162151937,DRIVING WHILE LICENSE INVALID,8/2/16,2345,,500 BLOCK N IH 35 NB,,,
20168003608,BURGLARY OF VEHICLE,8/3/16,1410,,8000 BLOCK LEE HILL DR,,,
20162171230,FAMILY DISTURBANCE/PARENTAL,8/4/16,1750,,5800 BLOCK BOULDER CREEK,,,
20165033748,LOST PROP,8/10/16,1000,,700 BLOCK E 8TH ST,,,
20162200409,AGG ASSAULT,8/7/16,516,,1800 BLOCK PATTON LN,,,
20165032621,FRAUD - OTHER,8/8/16,1500,,8900 BLOCK N IH 35 SVRD SB,,,
20165031729,THEFT,8/1/16,1106,,10100 BLOCK RESEARCH BLVD SVRD NB,,,
20165032466,BURGLARY OF VEHICLE,8/7/16,1200,,8200 BLOCK N CAPITAL OF TEXAS HWY SB,,,
20165032700,THEFT,8/8/16,1500,,5200 BLOCK OLD SPICEWOOD SPRINGS RD,,,
20165031756,CRIMINAL MISCHIEF,8/2/16,1830,,3600 BLOCK STECK AVE,,,
20162290147,THEFT FROM PERSON,8/16/16,312,,500 BLOCK E 6TH ST,,,
20162140925,THEFT,8/1/16,1431,,2900 BLOCK S CAPITAL OF TEXAS HWY NB,,,
20162161797,ASSAULT WITH INJURY,8/3/16,2229,,300 BLOCK N MOPAC EXPY NB,,,
20165033681,BURGLARY OF VEHICLE,8/15/16,2145,,6500 BLOCK BLUFF SPRINGS RD,,,
20162170134,MISSING ADULT,8/4/16,214,,3400 BLOCK W SLAUGHTER LN,,,
20162190765,BURGLARY OF VEHICLE,8/6/16,1029,,7400 BLOCK N IH 35 SVRD SB,,,
20165031950,CRIMINAL MISCHIEF,8/3/16,2330,,9000 BLOCK WAGTAIL DR,,,
20165032998,THEFT BY SHOPLIFTING,8/10/16,1730,,10500 BLOCK N MOPAC EXPY SVRD NB,,,
20165032448,THEFT BY SHOPLIFTING,8/7/16,900,,8600 BLOCK RESEARCH BLVD SVRD NB,,,
20162281162,ASSAULT W/INJURY-FAM/DATE VIOL,8/15/16,1914,,500 BLOCK E STASSNEY LN,,,
20162141464,THEFT BY SHOPLIFTING,8/1/16,1940,,2900 BLOCK S CAPITAL OF TEXAS HWY NB,,,
20162170595,ASSAULT W/INJURY-FAM/DATE VIOL,8/4/16,1042,,5800 BLOCK TECHNI CENTER DR,,,
20162191476,ASSAULT BY THREAT,8/6/16,2049,,11900 BLOCK PAVILION BLVD,,,
20162210997,CRIMINAL MISCHIEF INFORMATION,8/6/16,2000,,2300 BLOCK W NORTH LOOP BLVD,,,
20165033578,BURGLARY OF VEHICLE,8/12/16,2000,,1700 BLOCK OHLEN RD,,,
20162190852,SUICIDE,8/6/16,1242,,1400 BLOCK BECKETT ST,,,
20162240595,DRIVING WHILE LICENSE INVALID,8/11/16,1017,,1200 BLOCK E 3RD ST,,,
20162221744,CUSTODY ARREST TRAFFIC WARR,8/9/16,2134,,10000 BLOCK N LAMAR BLVD,,,
20162180939,MISSING ADULT,8/5/16,229,,3600 BLOCK PRESIDENTIAL BLVD,,,
20165032497,CRED CARD ABUSE - OTHER,8/7/16,1010,,2700 BLOCK S IH 35 SVRD NB,,,
20162200493,DWI,8/7/16,725,,6300 BLOCK SOFTWOOD DR,,,
20162170110,DWI,8/4/16,144,,3600 BLOCK S IH 35 SB,,,
20165033749,CRASH/LEAVING THE SCENE,8/16/16,1230,,RESEARCH BLVD SVRD NB / PAYTON GIN RD,-97.71783396,30.36554434,
20162210698,CRIMINAL TRESPASS NOTICE,8/8/16,1125,,3600 BLOCK MANCHACA RD,,,
20162281156,FAMILY DISTURBANCE/PARENTAL,8/15/16,1805,,1000 BLOCK COLLINWOOD WEST DR,,,
20165031937,CRIMINAL MISCHIEF,8/3/16,900,,3100 BLOCK PLANTATION RD,,,
20162161445,AGG ASSAULT,8/3/16,1841,,11400 BLOCK N IH 35 SVRD NB,,,
20162230892,HARASSMENT,8/10/16,1120,,8700 BLOCK BRODIE LN,,,
20165031879,HARASSMENT,8/2/16,800,,8500 BLOCK S IH 35 SVRD NB,,,
20165033783,CRIMINAL MISCHIEF,8/15/16,2300,,9400 BLOCK MC NEIL DR,,,
20162210672,CRIMINAL TRESPASS,8/8/16,1221,,7800 BLOCK BURNET RD,,,
20162150564,CRIMINAL TRESPASS,8/2/16,1020,,1000 BLOCK NORWOOD PARK BLVD,,,
20168003625,BURGLARY OF VEHICLE,8/4/16,2045,,3300 BLOCK LOYOLA LN,,,
20165032554,FRAUD - OTHER,8/3/16,0,,6500 BLOCK MIDDLEHAM PL,,,
20162210211,POSS CONTROLLED SUB/NARCOTIC,8/8/16,343,,9100 BLOCK MANCHACA RD,,,
20162260270,DWI,8/13/16,227,,1900 BLOCK AIRPORT BLVD,,,
20168003689,THEFT OF BICYCLE,8/4/16,1605,,400 BLOCK BARTON SPRINGS RD,,,
20165033508,HARASSMENT,8/14/16,2108,,7500 BLOCK BETHUNE AVE,,,
20162250941,HARASSMENT,8/12/16,1412,,12300 BLOCK HUNTERS CHASE DR,,,
20162160138,ASSAULT WITH INJURY,8/3/16,220,,8000 BLOCK N IH 35 SVRD SB,,,
20165032103,HARASSMENT,8/4/16,1830,,8300 BLOCK ROBIN CT,,,
20165032452,BURGLARY OF VEHICLE,8/6/16,2000,,9600 BLOCK MIDDLE FISKVILLE RD,,,
20165032664,BURGLARY OF VEHICLE,8/8/16,2200,,12300 BLOCK ALAMEDA TRACE CIR,,,
20162191744,DISTURBANCE - OTHER,8/6/16,2330,,5000 BLOCK LYNNWOOD ST,,,
20165031778,BURGLARY OF VEHICLE,8/2/16,2100,,2300 BLOCK PEPPERTREE CT,,,
20162271150,ASSAULT INFO (FAMILY VIOLENCE,8/14/16,1713,,3300 BLOCK MANOR RD,,,
20162151537,ASSAULT BY CONTACT FAM/DATING,8/2/16,2038,,7100 BLOCK N IH 35 SVRD NB,,,
20162250201,ASSAULT W/INJURY-FAM/DATE VIOL,8/12/16,332,,700 BLOCK SHINY ROCK DR,,,
20162280772,DECEASED PERSON,8/15/16,1338,,8200 BLOCK N IH 35 SVRD NB,,,
20162290552,ABANDONED VEH,8/16/16,1118,,8900 BLOCK QUAIL CREEK DR,,,
20165032520,CRED CARD ABUSE - OTHER,8/7/16,0,,8600 BLOCK VERONA TRL,,,
20165033452,THEFT,8/13/16,1600,,5500 BLOCK CAMERON RD,,,
20168003628,THEFT OF BICYCLE,8/4/16,645,,1500 BLOCK BRIDGEWAY DR,,,
20162281053,DISTURBANCE - OTHER,8/15/16,1822,,11000 BLOCK DESSAU RD,,,
20162211255,AGG ASSAULT,8/8/16,1727,,9700 BLOCK N LAMAR BLVD,,,
20165033037,BURGLARY OF VEHICLE,8/10/16,2000,,7900 BLOCK SAN FELIPE BLVD,,,
20162290585,CRIMINAL MISCHIEF,8/16/16,1138,,2200 BLOCK N IH 35 SB,,,
20165033533,THEFT,8/15/16,900,,500 BLOCK E 7TH ST,,,
20165031749,ASSAULT BY CONTACT,8/2/16,1946,,4100 BLOCK GUADALUPE ST,,,
20162211565,CRIMINAL TRESPASS,8/8/16,2034,,600 BLOCK BRAZOS ST,,,
20165032647,ASSAULT BY CONTACT,8/8/16,1905,,4100 BLOCK GUADALUPE ST,,,
20165033791,BURGLARY OF VEHICLE,8/16/16,1200,,2400 BLOCK LAKE AUSTIN BLVD,,,
20165033802,THEFT,8/16/16,1411,,6000 BLOCK SAN PAUBLO CT,,,
20165032874,ASSAULT BY THREAT,8/9/16,2225,,1500 BLOCK GAUTAMI DR,,,
20162171263,CUSTODY ARREST TRAFFIC WARR,8/4/16,1808,,W BRAKER LN / N LAMAR BLVD,-97.68638032,30.38193221,
20165032800,VIOL CITY ORDINANCE - WRECKER,8/9/16,1155,,4800 BLOCK E RIVERSIDE DR,,,
20162280524,DEATH DUE TO NATURAL CAUSES,8/15/16,1018,,9400 BLOCK ROLLING OAKS TRL,,,
20165032048,BURGLARY OF VEHICLE,8/3/16,1200,,1700 BLOCK VARGAS RD,,,
20162290138,ASSAULT WITH INJURY,8/16/16,259,,2200 BLOCK E RIVERSIDE DR,,,
20162300121,FOUND PROPERTY,8/17/16,206,,E 6TH ST / SAN JACINTO BLVD,-97.74038174,30.26739402,
20165033817,TERRORISTIC THREAT,8/16/16,2124,,1800 BLOCK E STASSNEY LN,,,
20162221604,THEFT,8/9/16,2010,,2100 BLOCK W PARMER LN,,,
20165031438,BURGLARY OF VEHICLE,8/1/16,823,,1000 BLOCK PARK PLZ,,,
20162160198,THEFT INFORMATION,8/3/16,358,,E 6TH ST / TRINITY ST,-97.73934174,30.26706768,
20162151788,ASSAULT ON PUBLIC SERVANT,8/2/16,2233,,6600 BLOCK BERKMAN DR,,,
20168003750,BURGLARY OF VEHICLE,8/11/16,100,,6300 BLOCK AMES CT,,,
20168003777,BURGLARY OF VEHICLE,8/11/16,0,,5900 BLOCK CAPE CORAL DR,,,
20165031854,BURGLARY OF VEHICLE,8/3/16,930,,100 BLOCK W OLTORF ST,,,
20162200460,THEFT,8/7/16,624,,5700 BLOCK SPRING MEADOW RD,,,
20162161177,ASSAULT W/INJURY-FAM/DATE VIOL,8/3/16,1625,,10500 BLOCK LAKELINE MALL DR,,,
20165033179,BURGLARY OF VEHICLE,8/11/16,2200,,2600 BLOCK S PLEASANT VALLEY RD,,,
20162241928,BURGLARY OF VEHICLE,8/11/16,2341,,1500 BLOCK SOUTHPORT DR,,,
20162280533,THEFT,8/15/16,1025,,1600 BLOCK WICKERSHAM LN,,,
20162251391,THEFT BY SHOPLIFTING,8/12/16,1811,,1800 BLOCK E 51ST ST,,,
20165032626,THEFT,8/4/16,2300,,7600 BLOCK ROARING SPRINGS DR,,,
20162240121,CRIMINAL MISCHIEF INFORMATION,8/11/16,150,,300 BLOCK E 6TH ST,,,
20162230623,AUTO THEFT,8/9/16,2200,,12600 BLOCK HUNTERS CHASE DR,,,
20165033732,THEFT,8/16/16,1205,,700 BLOCK W WILLIAM CANNON DR,,,
20162201656,FELONY ENHANCEMENT/ASSLT W/INJ,8/7/16,2239,,13400 BLOCK METRIC BLVD,,,
20165032891,THEFT,8/10/16,821,,8600 BLOCK RESEARCH BLVD SVRD NB,,,
20165033613,CRIMINAL MISCHIEF,8/15/16,52,,3600 BLOCK PRESIDENTIAL BLVD,,,
20162190813,BURGLARY OF VEHICLE,8/6/16,340,,3800 BLOCK S CONGRESS AVE,,,
20162191136,FRAUD - OTHER,8/6/16,1730,,9500 BLOCK S IH 35 SVRD SB,,,
20165032731,CRIMINAL MISCHIEF,8/8/16,1151,,4800 BLOCK WOODSIDE DR,,,
20165033372,THEFT OF SERVICE,8/13/16,1456,,9500 BLOCK S IH 35 SVRD SB,,,
20162280925,ASSAULT W/INJURY-FAM/DATE VIOL,8/15/16,1657,,7100 BLOCK GRAND CANYON DR,,,
20162141841,VIOL CITY ORDINANCE - WRECKER,8/1/16,2312,,1000 BLOCK NORWOOD PARK BLVD,,,
20162221821,DEATH DUE TO NATURAL CAUSES,8/9/16,2247,,4700 BLOCK RUSSET HILL DR,,,
20162180874,AUTO THEFT,8/4/16,2200,,500 BLOCK OAKLEY CT,,,
